Persona,Lv.,Arcana,Types,Drain,Reflect,Null,Resist,Evade 1,Evade 2,Evade 3,Weak,Type,Stat Bonuses,Natural Skill,Active Abilities,Passive Abilities,Disposition,Reward,STR,MAG,TEC,AGI,VIT,LCK,Pg.,Compendium?
Mercurius,--,--,,,,,,,,,,Element,,,,,,,,,,,,,SSII-25,FALSE
Doppelganger,??,Jester,,,,,,,,,,Shadow,,,"Mercurial: Doppelganger gains +1 HDC or +1 DDC until the end of its next round. 
Rippling: Doppelganger gains +5 movement allowance for the next 3 rounds.  ","Shattered Mirror (P): If a User enters Death’s Door, their Doppelganger is removed from combat immediately, and does not reward the party with Experience Points. ",,,,,,,,,SSII-21,FALSE
Merciless Gunman – Reaper,??,Death,,,,Status,"Physical, Gun",,,,,"Merciless, Tyrant",,Relentless – Reaper’s actions and movement cannot be restricted by any effects or actions. Reaper uses his MAG score for both MAG and STR checks. Reaper cannot be Analyzed by Intel spells.  ,"Nuclear Bullet: Grants Resist to all Types, except Ice Atomic Shot: 1 target within 8 meters. Hit: 10d12 (65/130) Fire damage. Ignores Interactions with Fire besides Weakness, and always deals Critical damage.
Extinction Bullet: Grants Resist to all Types, except Fire Hopeless Shot: 1 target within 6 meters. Hit: 10d8 (45) Ice damage and sets Target Energy to zero.  
10-Million-Watt Bullet: Grants Resist to all Types, except Wind Blackout Shot: 1 target within 6 meters. Hit: 10d10 (55) Thunder damage and 100% Shocked chance to the target. Also deals half the rolled damage and 100% Shocked chance to all Users within 4 meters of target.  
Warling Bullet: Gains Resist to all Types, exc. Thunder Desolation Shot: Up to 3 targets within 12 meters. +2 HDC. Hit: 10d6 (35) Wind damage. Moves all targets to adjacent positions to Reaper, if possible. For the next 1d4+1 rounds, every unit that starts its turn within 2 meters of Reaper takes MAG (10) Wind damage, no check. 
Escathon Bullet: Grants Resist to all Types Penitent Shot (Light): Any number of targets Reaper can see. Targets lose 50% of their maximum HP. Sacrosanct Shot: Any number of targets Reaper can see. Removes all Buff effects active on target, and target cannot benefit from Buff effects or recover HP for 1d4 rounds.  
Final Bullet: Grants Resist to all Types Festering Shot: One target Reaper can see. If target’s HP is below 100%, target enters Death’s Door and immediately loses 1 Counter. Aphotic Shot: Any number of targets within 8 meters. Hit: 10d6 (35) Dark damage, and target cannot dodge until the end of Reaper’s next turn.  

Reaper can cast the following spells independently of which Bullet he has loaded: 
Aeon Ultimatum: Up to 6 targets within 8 meters. Hit: 10d8 (45) Gun damage and 8TEC% (80%) Knockdown chance. 
Drag Down: 1 target within 5 meters. Hit: 10d4 (25) Almighty damage. Target is moved to an adjacent position to Reaper and suffers the effects of Debilitate (Debuff: STR, MAG, TEC, AGI -3, Fortify Physical, Elements -8 for 3 rounds) ","Bullet Hell (P): Reaper always has two turns per round, attacking once with each of his guns. At the start of each round, roll 2d6. The result of each of these dice will determine each of his gun’s Bullets. If both guns load the same Bullet, the Bullet’s Resist effect becomes Null, and his attacks deal 250% of their rolled damage until the end of the round.  ",,"Divine Pillar (Sea of Souls 4 Accessory, Special)",10,10,10,8,8,1,SSI-32,FALSE
Nyx Avatar - Chariot,??,Chariot,,Wind,,,,,,,,Tyrant,,"All Is Revealed – Nyx's power is split between 14 different forms. Nyx starts with Arcana 0 - The Fool. Each time it's reduced to 0 HP, it progresses to the next Arcana, being healed to full HP and changing moves accordingly. This also removes all Status, Counters and Debuff from Nyx, as well as all conditions it might be under. Nyx always has two turns per round and uses its MAG value for both STR and MAG checks. ","Almighty Attack: One target Nyx can see. On hit: 13d6 (45) Almighty damage. This replaces Nyx's basic attack and can be used under all Arcana except Fool. 
Power Charge: The next Physical attack Nyx declares deals 2x damage.
God's Hand: One target within 10 meters. On hit: 13d10 (71) Physical damage.
Heat Wave: Any number of targets. On hit: 13d8 (52) Physical damage.",,,,13,13,10,9,6,1,SSV-31,FALSE
Nyx Avatar - Death,??,Death,,,,,,,,,,Tyrant,,"All Is Revealed – Nyx's power is split between 14 different forms. Nyx starts with Arcana 0 - The Fool. Each time it's reduced to 0 HP, it progresses to the next Arcana, being healed to full HP and changing moves accordingly. This also removes all Status, Counters and Debuff from Nyx, as well as all conditions it might be under. Nyx always has two turns per round and uses its MAG value for both STR and MAG checks. ","Almighty Attack: One target Nyx can see. On hit: 13d6 (45) Almighty damage. This replaces Nyx's basic attack and can be used under all Arcana except Fool. 
Element Break: One target Nyx can see has its interaction to Fire, Ice, Wind or Thunder reduced to Neutral for 3 rounds. This is not a Debuff effect. 
Mind Charge: The next Fire, Ice, Wind, Thunder or Almighty spell Nyx casts deals 2x damage. 
Dekaja: Removes all Buff effects from combat. 
Dekunda: Removes all Debuff effects from Nyx. 
Marakundyne: Any number of targets suffers Fortify All -24 for 3 rounds. 
Poisma: One target within 10 meters. 90% Poisoned chance. 
Ha Agidyne: Two targets within 10 meters. On hit: 13d10+10 (81) Fire damage. 
Bufudyne: One target within 10 meters. On hit: 13d12+10 (94) Ice damage. 
Garudyne: +1 HDC. On hit: 13d12 (84) Wind damage. 
Ziodyne: One target within 10 meters. On hit: 13d12 (84) Thunder damage and 70% Shocked chance. ",,,,13,13,10,9,6,1,SSV-33,FALSE
Nyx Avatar - Emperor,??,Emperor,,Thunder,,,,,,,,Tyrant,,"All Is Revealed – Nyx's power is split between 14 different forms. Nyx starts with Arcana 0 - The Fool. Each time it's reduced to 0 HP, it progresses to the next Arcana, being healed to full HP and changing moves accordingly. This also removes all Status, Counters and Debuff from Nyx, as well as all conditions it might be under. Nyx always has two turns per round and uses its MAG value for both STR and MAG checks. ","Almighty Attack: One target Nyx can see. On hit: 13d6 (45) Almighty damage. This replaces Nyx's basic attack and can be used under all Arcana except Fool. 
Ziodyne: One target within 10 meters. On hit: 13d12 (84) Thunder damage and 70% Shocked chance.
Maziodyne: Any number of targets. On hit: 13d8 (53) Thunder damage and 30% Shocked chance.
Thunder Break: One target Nyx can see has its Thunder interaction changed to Neutral for 3 rounds. This is not a Debuff.",,,,13,13,10,9,6,1,SSV-30,FALSE
Nyx Avatar - Empress,??,Empress,,Wind,,,,,,,,Tyrant,,"All Is Revealed – Nyx's power is split between 14 different forms. Nyx starts with Arcana 0 - The Fool. Each time it's reduced to 0 HP, it progresses to the next Arcana, being healed to full HP and changing moves accordingly. This also removes all Status, Counters and Debuff from Nyx, as well as all conditions it might be under. Nyx always has two turns per round and uses its MAG value for both STR and MAG checks. ","Almighty Attack: One target Nyx can see. On hit: 13d6 (45) Almighty damage. This replaces Nyx's basic attack and can be used under all Arcana except Fool. 
Garudyne: +1 HDC. On hit: 13d12 (84) Wind damage.
Ha Garudyne: +1 HDC. Two targets within 12 meters. On hit: 13d10 (71) Wind damage.
Wind Break: One target Nyx can see has its Wind interaction changed to Neutral for 3 rounds. This is not a Debuff.",,,,13,13,10,9,6,1,SSV-30,FALSE
Nyx Avatar - Fool,??,Fool,,,,,,,,,,Tyrant,,"All Is Revealed – Nyx's power is split between 14 different forms. Nyx starts with Arcana 0 - The Fool. Each time it's reduced to 0 HP, it progresses to the next Arcana, being healed to full HP and changing moves accordingly. This also removes all Status, Counters and Debuff from Nyx, as well as all conditions it might be under. Nyx always has two turns per round and uses its MAG value for both STR and MAG checks. ",Smile Arrogantly: Nothing happens.,,,,13,13,10,9,6,1,SSV-29,FALSE
Nyx Avatar - Fortune,??,Fortune,,"Fire, Ice, Wind, Thunder",,,,,,,,Tyrant,,"All Is Revealed – Nyx's power is split between 14 different forms. Nyx starts with Arcana 0 - The Fool. Each time it's reduced to 0 HP, it progresses to the next Arcana, being healed to full HP and changing moves accordingly. This also removes all Status, Counters and Debuff from Nyx, as well as all conditions it might be under. Nyx always has two turns per round and uses its MAG value for both STR and MAG checks. ","Almighty Attack: One target Nyx can see. On hit: 13d6 (45) Almighty damage. This replaces Nyx's basic attack and can be used under all Arcana except Fool. 
Ha Agidyne: Two targets within 10 meters. On hit: 13d10+10 (81) Fire damage.
Bufudyne: One target within 10 meters. On hit: 13d12+10 (94) Ice damage.
Garudyne: +1 HDC. On hit: 13d12 (84) Wind damage.
Ziodyne: One target within 10 meters. On hit: 13d12 (84) Thunder damage and 70% Shocked chance.",,,,13,13,10,9,6,1,SSV-32,FALSE
Nyx Avatar - Hanged Man,??,Hanged Man,,,,,Physical,,,,,Tyrant,,"All Is Revealed – Nyx's power is split between 14 different forms. Nyx starts with Arcana 0 - The Fool. Each time it's reduced to 0 HP, it progresses to the next Arcana, being healed to full HP and changing moves accordingly. This also removes all Status, Counters and Debuff from Nyx, as well as all conditions it might be under. Nyx always has two turns per round and uses its MAG value for both STR and MAG checks. ","Almighty Attack: One target Nyx can see. On hit: 13d6 (45) Almighty damage. This replaces Nyx's basic attack and can be used under all Arcana except Fool. 
Mind Charge: The next Fire, Ice, Wind, Thunder or Almighty spell Nyx casts deals 2x damage.
Megidola: Any number of targets. On hit: 13d8 (52) Almighty damage.
Mudoon: Instantly kills one target whose HP is below 50% of its maximum.
Evil Touch: One target Nyx can see. 80% Fearful chance.",,,,13,13,10,9,6,1,SSV-32,FALSE
Nyx Avatar - Hermit,??,Hermit,,Wind,Dark,,,,,,,Tyrant,,"All Is Revealed – Nyx's power is split between 14 different forms. Nyx starts with Arcana 0 - The Fool. Each time it's reduced to 0 HP, it progresses to the next Arcana, being healed to full HP and changing moves accordingly. This also removes all Status, Counters and Debuff from Nyx, as well as all conditions it might be under. Nyx always has two turns per round and uses its MAG value for both STR and MAG checks. ","Almighty Attack: One target Nyx can see. On hit: 13d6 (45) Almighty damage. This replaces Nyx's basic attack and can be used under all Arcana except Fool. 
Makarakarn: Nyx gains Reflect Elements until the end of the round.
Mudoon: Instantly kills one target whose HP is below 50% of its maximum.
Poisma: One target within 10 meters. 90% Poisoned chance.",,,,13,13,10,9,6,1,SSV-31,FALSE
Nyx Avatar - Hierophant,??,Heirophant,,Physical,,,,,,,,Tyrant,,"All Is Revealed – Nyx's power is split between 14 different forms. Nyx starts with Arcana 0 - The Fool. Each time it's reduced to 0 HP, it progresses to the next Arcana, being healed to full HP and changing moves accordingly. This also removes all Status, Counters and Debuff from Nyx, as well as all conditions it might be under. Nyx always has two turns per round and uses its MAG value for both STR and MAG checks. ","Almighty Attack: One target Nyx can see. On hit: 13d6 (45) Almighty damage. This replaces Nyx's basic attack and can be used under all Arcana except Fool. 
Revolution: All units in combat gain +2 Critical Margin for 3 rounds. This is a Buff effect that lasts for 3 rounds.
Fatal End: One target within 10 meters. This attack rolls for Critical Hits without spending Luck Charges. On hit: 13d10 (71) Physical Damage
Vile Assault: Any number of targets. This attack rolls for Critical Hits without spending Luck Charges. On hit: 13d8 (53) Physical damage.",,,,13,13,10,9,6,1,SSV-30,FALSE
Nyx Avatar - Justice,??,Justice,,"Fire, Ice",Light,,,,,,,Tyrant,,"All Is Revealed – Nyx's power is split between 14 different forms. Nyx starts with Arcana 0 - The Fool. Each time it's reduced to 0 HP, it progresses to the next Arcana, being healed to full HP and changing moves accordingly. This also removes all Status, Counters and Debuff from Nyx, as well as all conditions it might be under. Nyx always has two turns per round and uses its MAG value for both STR and MAG checks. ","Almighty Attack: One target Nyx can see. On hit: 13d6 (45) Almighty damage. This replaces Nyx's basic attack and can be used under all Arcana except Fool. 
Hamaon: One target Nyx can see loses 40% of its current HP (Light damage)
Mahama: Any number of targets lose 20% of their current HP (Light damage)",,,,13,13,10,9,6,1,SSV-31,FALSE
Nyx Avatar - Lovers,??,Lovers,,Physical,,,,,,,,Tyrant,,"All Is Revealed – Nyx's power is split between 14 different forms. Nyx starts with Arcana 0 - The Fool. Each time it's reduced to 0 HP, it progresses to the next Arcana, being healed to full HP and changing moves accordingly. This also removes all Status, Counters and Debuff from Nyx, as well as all conditions it might be under. Nyx always has two turns per round and uses its MAG value for both STR and MAG checks. ","Almighty Attack: One target Nyx can see. On hit: 13d6 (45) Almighty damage. This replaces Nyx's basic attack and can be used under all Arcana except Fool. 
Holy Arrow: One target within 10 meters. On hit: 13d10 (71) Physical damage and 70% Charmed chance.
Marin Karin: One target Nyx can see. 80% Charmed chance.
Tentarafoo: Any number of targets. 40% Panicked chance.",,,,13,13,10,9,6,1,SSV-30,FALSE
Nyx Avatar - Magician,??,Magician,,Fire,,,,,,,,Tyrant,,"All Is Revealed – Nyx's power is split between 14 different forms. Nyx starts with Arcana 0 - The Fool. Each time it's reduced to 0 HP, it progresses to the next Arcana, being healed to full HP and changing moves accordingly. This also removes all Status, Counters and Debuff from Nyx, as well as all conditions it might be under. Nyx always has two turns per round and uses its MAG value for both STR and MAG checks. ","Almighty Attack: One target Nyx can see. On hit: 13d6 (45) Almighty damage. This replaces Nyx's basic attack and can be used under all Arcana except Fool. 
Ha Agidyne: Two targets within 10 meters. On hit: 13d10+10 (81) Fire damage.
Maragidyne: Any number of targets. On hit: 13d8+10 (63) Fire damage.
Fire Break: One target Nyx can see has its Fire interaction changed to Neutral for 3 rounds. This is not a Debuff",,,,13,13,10,9,6,1,SSV-29,FALSE
